longitude,latitude,treeid,botanic,common,yearinv,dbh
-76.469186,42.446792,4053,Ilex species,Holly Species,2009,7
-76.469136,42.446793,4054,Ilex species,Holly Species,2009,5
-76.469108,42.446791,4055,Ilex species,Holly Species,2009,7
-76.469279,42.446848,4056,Magnolia species,Magnolia Species,2009,16
-76.468915,42.447013,4057,Fraxinus pennsylvanica,Green Ash,2009,5
-76.468969,42.446990,4058,Ulmus americana,American Elm,2009,5
-76.468979,42.446932,4059,Acer negundo,Boxelder,2009,4
-76.468980,42.446895,4060,Pinus resinosa,Red Pine,2009,4
-76.468984,42.446846,4061,Tilia americana,Basswood,2009,4
-76.468918,42.446986,4062,Pinus nigra,Austrian Pine,2009,3
-76.468898,42.446977,4063,Juglans nigra,Black Walnut,2009,3
-76.468936,42.446793,4064,Pinus resinosa,Red Pine,2009,18
-76.468941,42.446754,4065,Crataegus crus-galli,Cockspur Hawthorn,2009,16
-76.468978,42.446668,4066,Pinus sylvestris,Scotch Pine,2009,7
-76.468954,42.446605,4067,Pinus sylvestris,Scotch Pine,2009,19
-76.468987,42.446553,4068,Pinus sylvestris,Scotch Pine,2009,19
-76.468996,42.446492,4069,Crataegus crus-galli,Cockspur Hawthorn,2009,15
-76.468947,42.446336,4070,Pinus nigra,Austrian Pine,2009,17
-76.468974,42.446321,4071,Pinus nigra,Austrian Pine,2009,15
-76.468961,42.446245,4072,Crataegus crus-galli,Cockspur Hawthorn,2009,13
-76.468966,42.446154,4073,Pinus sylvestris,Scotch Pine,2009,20
-76.468994,42.446080,4074,Fraxinus pennsylvanica,Green Ash,2009,11
-76.468935,42.446061,4075,Fraxinus pennsylvanica,Green Ash,2009,9
-76.469163,42.446166,4076,Viburnum sieboldii,Siebold Viburnum,2009,16
-76.469312,42.446154,4077,Viburnum sieboldii,Siebold Viburnum,2009,13
-76.469366,42.446113,4078,Quercus rubra,Northern Red Oak,2009,14
-76.469414,42.446153,4079,Cercis canadensis,Eastern Redbud,2009,2
-76.469512,42.446174,4080,Cercis canadensis,Eastern Redbud,2009,11
-76.469598,42.446211,4081,Viburnum sieboldii,Siebold Viburnum,2016,13.5
-76.469629,42.446113,4082,Quercus rubra,Northern Red Oak,2016,26
-76.469690,42.446222,4083,Quercus rubra,Northern Red Oak,2016,21
-76.469643,42.446249,4084,Pinus nigra,Austrian Pine,2016,2.5
-76.469659,42.446258,4085,Pinus nigra,Austrian Pine,2016,3.5
-76.469645,42.446273,4086,Pinus nigra,Austrian Pine,2016,3
-76.469671,42.446410,4087,Platanus x acerifolia,London Planetree,2016,6
-76.469594,42.446461,4088,Amelanchier species,Serviceberry,2016,11
-76.469748,42.446508,4089,Liriodendron tulipifera,Tulip Tree,2016,21
-76.469742,42.446728,4090,Quercus rubra,Northern Red Oak,2016,27
-76.469734,42.446855,4091,Viburnum sieboldii,Siebold Viburnum,2016,13
-76.469748,42.446901,4092,Platanus x acerifolia,London Planetree,2016,6.5
-76.469708,42.447045,4093,Acer saccharum,Sugar Maple,2016,25.5
-76.469782,42.447102,4094,Abies nordmanniana,Nordmann Fir,2016,4.5
-76.469784,42.447138,4095,Syringa reticulata,Japanese Tree Lilac,2016,16.5
-76.469783,42.447170,4096,Syringa reticulata,Japanese Tree Lilac,2016,16
-76.469779,42.447204,4097,Syringa reticulata,Japanese Tree Lilac,2016,22
-76.469732,42.447247,4098,Syringa reticulata,Japanese Tree Lilac,2016,24
-76.469739,42.447343,4099,Ulmus species,Elm Species,2016,12.5
-76.469576,42.447301,4101,Syringa reticulata,Japanese Tree Lilac,2009,12
-76.469196,42.447314,4102,Quercus palustris,Pin Oak,2009,18
-76.469060,42.447304,4103,Fagus grandifolia,American Beech,2009,16
-76.469046,42.447382,4104,Cercis canadensis,Eastern Redbud,2009,2
-76.469671,42.445897,4105,Acer x freemanii,Freeman Maple,2016,9
-76.469642,42.445726,4107,Acer platanoides,Norway Maple,2016,10
-76.469626,42.445625,4109,Fraxinus pennsylvanica,Green Ash,2016,9
-76.469615,42.445577,4110,Acer platanoides,Norway Maple,2016,9
-76.469604,42.445511,4111,Abies nordmanniana,Nordmann Fir,2016,5
-76.469573,42.445469,4112,Abies nordmanniana,Nordmann Fir,2016,6.5
-76.469524,42.445939,4113,Acer x freemanii,Freeman Maple,2016,4
-76.469518,42.445811,4114,Tilia cordata,Littleleaf Linden,2016,19
-76.469506,42.445671,4115,Tilia cordata,Littleleaf Linden,2016,7.5
-76.469502,42.445615,4116,Tilia cordata,Littleleaf Linden,2016,8
-76.469494,42.445506,4117,Acer platanoides,Norway Maple,2016,8.5
-76.469393,42.445433,4119,Crataegus phaenopyrum,Washington Hawthorn,2009,4
-76.469293,42.445438,4120,Quercus rubra,Northern Red Oak,2009,3
-76.469198,42.445453,4121,Zelkova serrata,Japanese Zelkova,2009,11
-76.469180,42.445426,4122,Acer rubrum,Red Maple,2009,3
-76.469146,42.445456,4123,Quercus rubra,Northern Red Oak,2009,11
-76.469095,42.445452,4124,Pinus nigra,Austrian Pine,2009,13
-76.468987,42.445458,4125,Pinus nigra,Austrian Pine,2009,12
-76.468942,42.445431,4126,Fraxinus pennsylvanica,Green Ash,2009,4
-76.468874,42.445448,4127,Quercus rubra,Northern Red Oak,2009,4
-76.468776,42.445456,4128,Fraxinus pennsylvanica,Green Ash,2009,11
-76.468718,42.445452,4129,Fraxinus pennsylvanica,Green Ash,2009,10
-76.468682,42.445461,4130,Pinus nigra,Austrian Pine,2009,11
-76.468643,42.445447,4131,Pinus nigra,Austrian Pine,2009,11
-76.468598,42.445455,4132,Pinus nigra,Austrian Pine,2009,11
-76.468539,42.445451,4133,Pinus nigra,Austrian Pine,2009,11
-76.468443,42.445447,4134,Aesculus hippocastanum,Common Horsechestnut,2009,4
-76.468324,42.445457,4135,Quercus rubra,Northern Red Oak,2021,7
-76.468412,42.445399,4136,Koelreuteria paniculata,Goldenrain Tree,2021,5.4
-76.468632,42.445388,4137,Ulmus species,Elm Species,2009,4
-76.468847,42.445380,4138,Ulmus species,Elm Species,2009,4
-76.467523,42.445296,4139,Acer saccharinum,Silver Maple,2021,10.9
-76.467787,42.445285,4141,Gymnocladus dioicus,Kentucky Coffeetree,2021,9.7
-76.467858,42.445278,4142,Malus species,Crabapple Species,2021,4.6
-76.468020,42.445267,4144,Nyssa sylvatica,Black Tupelo,2021,3.2
-76.468499,42.445275,4149,Acer rubrum,Red Maple,2009,6
-76.468659,42.445252,4150,Acer rubrum,Red Maple,2009,2
-76.468806,42.445267,4151,Gymnocladus dioicus,Kentucky Coffeetree,2009,5
-76.468890,42.445216,4152,Quercus rubra,Northern Red Oak,2009,2
-76.468976,42.445235,4153,Fraxinus pennsylvanica,Green Ash,2009,4
-76.469056,42.445250,4154,Quercus rubra,Northern Red Oak,2009,2
-76.469176,42.445238,4155,Acer rubrum,Red Maple,2009,7
-76.469292,42.445225,4156,Fraxinus pennsylvanica,Green Ash,2009,7
-76.469383,42.445225,4157,Acer x freemanii,Freeman Maple,2009,4
-76.469434,42.445202,4158,Liriodendron tulipifera,Tulip Tree,2009,6
-76.469500,42.445234,4159,Quercus rubra,Northern Red Oak,2009,2
-76.469495,42.445203,4160,Amelanchier species,Serviceberry,2009,3
-76.469522,42.445198,4161,Amelanchier species,Serviceberry,2009,3
-76.469561,42.445185,4162,Cercis canadensis,Eastern Redbud,2009,2
-76.469520,42.445165,4163,Amelanchier species,Serviceberry,2009,3
-76.469560,42.445150,4164,Amelanchier species,Serviceberry,2009,3
-76.469174,42.444678,4165,Quercus macrocarpa,Bur Oak,2009,2
-76.469119,42.444643,4166,Quercus macrocarpa,Bur Oak,2009,2
-76.469195,42.444733,4167,Quercus rubra,Northern Red Oak,2009,2
-76.469111,42.444688,4168,Quercus rubra,Northern Red Oak,2009,2
-76.469062,42.444651,4169,Quercus macrocarpa,Bur Oak,2009,2
-76.469099,42.444743,4170,Pinus strobus,Eastern White Pine,2009,2
-76.469042,42.444732,4171,Pinus strobus,Eastern White Pine,2009,2
-76.468986,42.444697,4172,Pinus strobus,Eastern White Pine,2009,2
-76.468865,42.444631,4173,Acer rubrum,Red Maple,2009,2
-76.468820,42.444597,4174,Acer rubrum,Red Maple,2009,2
-76.468940,42.444544,4175,Quercus rubra,Northern Red Oak,2009,2
-76.468902,42.444513,4176,Quercus rubra,Northern Red Oak,2009,2
-76.468933,42.444598,4177,Quercus macrocarpa,Bur Oak,2009,2
-76.468873,42.444560,4178,Quercus macrocarpa,Bur Oak,2009,2
-76.468827,42.444525,4179,Quercus rubra,Northern Red Oak,2009,2
-76.468779,42.444515,4180,Acer rubrum,Red Maple,2009,2
-76.468722,42.444481,4181,Acer rubrum,Red Maple,2009,2
-76.468763,42.444569,4182,Pinus strobus,Eastern White Pine,2009,2
-76.468719,42.444532,4183,Pinus strobus,Eastern White Pine,2009,2
-76.468661,42.444501,4184,Pinus strobus,Eastern White Pine,2009,2
-76.468573,42.444432,4185,Pinus strobus,Eastern White Pine,2009,2
-76.468534,42.444371,4186,Acer rubrum,Red Maple,2009,2
-76.468513,42.444324,4187,Acer rubrum,Red Maple,2009,2
-76.468487,42.444279,4188,Acer rubrum,Red Maple,2009,2
-76.468462,42.444220,4189,Acer rubrum,Red Maple,2009,2
-76.468791,42.444516,4190,Acer rubrum,Red Maple,2009,2
-76.468726,42.444490,4191,Acer rubrum,Red Maple,2009,2
-76.468657,42.444412,4192,Quercus rubra,Northern Red Oak,2009,2
-76.468622,42.444366,4193,Quercus macrocarpa,Bur Oak,2009,2
-76.468595,42.444316,4194,Quercus macrocarpa,Bur Oak,2009,2
-76.468694,42.444365,4195,Quercus macrocarpa,Bur Oak,2009,2
-76.468657,42.444319,4196,Quercus rubra,Northern Red Oak,2009,2
-76.466884,42.444364,4197,Acer negundo,Boxelder,2009,8
-76.466575,42.444527,4198,Picea abies,Norway Spruce,2009,10
-76.466592,42.444565,4199,Picea abies,Norway Spruce,2009,10
-76.466634,42.444602,4200,Fraxinus pennsylvanica,Green Ash,2009,12
-76.466668,42.444640,4201,Picea abies,Norway Spruce,2009,11
-76.466693,42.444673,4202,Picea abies,Norway Spruce,2009,8
-76.466717,42.444692,4203,Picea abies,Norway Spruce,2009,11
-76.466741,42.444743,4204,Fraxinus pennsylvanica,Green Ash,2009,11
-76.466767,42.444799,4205,Picea abies,Norway Spruce,2009,9
-76.466939,42.445040,4206,Fraxinus pennsylvanica,Green Ash,2009,11
-76.466979,42.445093,4207,Fraxinus pennsylvanica,Green Ash,2009,11
-76.467010,42.445137,4208,Picea abies,Norway Spruce,2009,9
-76.467037,42.445169,4209,Picea abies,Norway Spruce,2009,7
-76.467199,42.445295,4212,Malus species,Crabapple Species,2021,10.2
-76.467201,42.445401,4214,Quercus rubra,Northern Red Oak,2009,2
-76.467104,42.445335,4216,Pinus strobus,Eastern White Pine,2021,12.9
-76.467057,42.445367,4217,Pinus strobus,Eastern White Pine,2021,9.7
-76.466943,42.445365,4221,Sassafras albidum,Sassafras,2021,4
-76.466837,42.445300,4228,Gleditsia triacanthos,Honeylocust,2021,6.8
-76.466470,42.445443,4229,Gleditsia triacanthos,Honeylocust,2021,8.4
-76.466380,42.445479,4230,Gleditsia triacanthos,Honeylocust,2021,7.9
-76.466239,42.445532,4231,Gleditsia triacanthos,Honeylocust,2021,8.6
-76.466146,42.445569,4232,Gleditsia triacanthos,Honeylocust,2021,6.8
-76.465925,42.445629,4236,Zelkova serrata,Japanese Zelkova,2021,15.4
-76.465873,42.445557,4237,Zelkova serrata,Japanese Zelkova,2021,21
-76.465825,42.445488,4238,Zelkova serrata,Japanese Zelkova,2021,23
-76.465774,42.445417,4239,Zelkova serrata,Japanese Zelkova,2021,17.6
-76.465723,42.445344,4240,Zelkova serrata,Japanese Zelkova,2021,17.5
-76.465674,42.445273,4241,Zelkova serrata,Japanese Zelkova,2009,12
-76.465615,42.445195,4242,Zelkova serrata,Japanese Zelkova,2009,14
-76.465569,42.445123,4243,Zelkova serrata,Japanese Zelkova,2009,14
-76.465517,42.445053,4244,Zelkova serrata,Japanese Zelkova,2009,17
-76.466055,42.444861,4245,Gleditsia triacanthos,Honeylocust,2009,8
-76.465961,42.444895,4246,Gleditsia triacanthos,Honeylocust,2009,7
-76.465821,42.444815,4247,Pinus sylvestris,Scotch Pine,2009,13
-76.465768,42.444848,4248,Pinus sylvestris,Scotch Pine,2009,21
-76.465667,42.444880,4249,Pinus sylvestris,Scotch Pine,2009,18
-76.465510,42.444914,4250,Metasequoia glyptostroboides,Dawn Redwood,2009,5
-76.465426,42.444936,4251,Metasequoia glyptostroboides,Dawn Redwood,2009,5
-76.465273,42.445048,4252,Abies concolor,White Fir,2009,14
-76.465228,42.445059,4253,Thuja plicata,Western Redcedar,2009,2
-76.465229,42.445079,4254,Thuja plicata,Western Redcedar,2009,2
-76.465240,42.445104,4255,Thuja plicata,Western Redcedar,2009,2
-76.465253,42.445124,4256,Metasequoia glyptostroboides,Dawn Redwood,2009,2
-76.465245,42.445080,4257,Thuja plicata,Western Redcedar,2009,2
-76.465257,42.445099,4258,Thuja plicata,Western Redcedar,2009,2
-76.465273,42.445087,4259,Thuja plicata,Western Redcedar,2009,2
-76.465287,42.445114,4260,Metasequoia glyptostroboides,Dawn Redwood,2009,2
-76.465305,42.445159,4261,Quercus rubra,Northern Red Oak,2009,12
-76.465357,42.445232,4262,Quercus rubra,Northern Red Oak,2009,7
-76.465406,42.445304,4263,Quercus rubra,Northern Red Oak,2009,10
-76.465462,42.445377,4264,Quercus rubra,Northern Red Oak,2009,12
-76.465510,42.445445,4265,Quercus rubra,Northern Red Oak,2009,9
-76.465568,42.445519,4266,Quercus rubra,Northern Red Oak,2009,11
-76.465630,42.445588,4267,Quercus rubra,Northern Red Oak,2009,12
-76.465690,42.445654,4268,Quercus rubra,Northern Red Oak,2009,13
-76.465767,42.445713,4269,Quercus rubra,Northern Red Oak,2009,6
-76.466051,42.446309,4270,Quercus rubra,Northern Red Oak,2009,4
-76.466092,42.446415,4271,Acer x freemanii,Freeman Maple,2009,4
-76.466134,42.446485,4272,Acer x freemanii,Freeman Maple,2009,4
-76.466171,42.446544,4273,Acer x freemanii,Freeman Maple,2009,4
-76.466145,42.446404,4274,Quercus rubra,Northern Red Oak,2009,4
-76.466287,42.446544,4275,Quercus rubra,Northern Red Oak,2009,4
-76.466400,42.446690,4276,Quercus rubra,Northern Red Oak,2009,4
-76.466477,42.446829,4277,Quercus rubra,Northern Red Oak,2009,3
-76.466544,42.446952,4278,Quercus rubra,Northern Red Oak,2009,4
-76.466619,42.447093,4279,Quercus rubra,Northern Red Oak,2009,4
-76.466546,42.447112,4280,Acer x freemanii,Freeman Maple,2009,4
-76.466570,42.447161,4281,Acer x freemanii,Freeman Maple,2009,4
-76.466592,42.447204,4282,Acer x freemanii,Freeman Maple,2009,4
-76.466620,42.447258,4283,Acer x freemanii,Freeman Maple,2009,4
-76.466592,42.447280,4284,Acer x freemanii,Freeman Maple,2009,5
-76.466703,42.447324,4285,Quercus rubra,Northern Red Oak,2009,9
-76.466381,42.447089,4305,Amelanchier species,Serviceberry,2009,5
-76.466373,42.447071,4306,Amelanchier species,Serviceberry,2009,5
-76.466364,42.447054,4307,Amelanchier species,Serviceberry,2009,5
-76.466357,42.447038,4308,Amelanchier species,Serviceberry,2009,5
-76.466129,42.447142,4309,Malus species,Crabapple Species,2009,3
-76.465523,42.446129,4317,Koelreuteria paniculata,Goldenrain Tree,2021,4.9
-76.465499,42.446213,4319,Acer x freemanii,Freeman Maple,2021,8
-76.465530,42.446265,4320,Acer x freemanii,Freeman Maple,2021,9.8
-76.465558,42.446319,4321,Acer x freemanii,Freeman Maple,2021,10
-76.465582,42.446376,4322,Acer x freemanii,Freeman Maple,2021,9
-76.465398,42.446265,4324,Pinus nigra,Austrian Pine,2021,6.1
-76.465164,42.446383,4325,Acer rubrum,Red Maple,2021,13
-76.465129,42.446468,4328,Pinus nigra,Austrian Pine,2021,20
-76.465136,42.446528,4329,Pinus nigra,Austrian Pine,2021,17
-76.465212,42.446698,4330,Pinus nigra,Austrian Pine,2009,9
-76.465231,42.446736,4331,Pinus nigra,Austrian Pine,2009,10
-76.465275,42.446716,4332,Pinus nigra,Austrian Pine,2009,9
-76.465296,42.446641,4333,Acer saccharum,Sugar Maple,2009,7
-76.465149,42.446730,4334,Malus species,Crabapple Species,2021,7.5
-76.465128,42.446681,4335,Malus species,Crabapple Species,2021,7.5
-76.465088,42.446599,4336,Malus species,Crabapple Species,2021,9.2
-76.465051,42.446520,4337,Malus species,Crabapple Species,2021,10.2
-76.465035,42.446482,4338,Malus species,Crabapple Species,2021,11
-76.465011,42.446406,4339,Betula nigra,River Birch,2021,11
-76.464939,42.446466,4340,Acer rubrum,Red Maple,2021,9
-76.464964,42.446638,4341,Quercus rubra,Northern Red Oak,2021,9
-76.465039,42.446702,4342,Catalpa speciosa,Northern Catalpa,2021,9.4
-76.465048,42.446762,4343,Malus species,Crabapple Species,2021,6.7
-76.464902,42.446799,4344,Malus species,Crabapple Species,2021,10.9
-76.464864,42.446744,4345,Acer rubrum,Red Maple,2021,7.1
-76.464835,42.446663,4346,Acer rubrum,Red Maple,2021,5.5
-76.464823,42.446551,4347,Acer rubrum,Red Maple,2021,8.7
-76.464986,42.446209,4349,Fraxinus pennsylvanica,Green Ash,2021,9.2
-76.464775,42.446289,4350,Malus species,Crabapple Species,2021,6.6
-76.464505,42.446393,4351,Malus species,Crabapple,2021,3.9
-76.464229,42.446504,4352,Fraxinus pennsylvanica,Green Ash,2009,5
-76.464038,42.446574,4353,Malus species,Crabapple Species,2009,4
-76.463800,42.446664,4354,Malus species,Crabapple Species,2009,4
-76.463682,42.446713,4355,Fraxinus pennsylvanica,Green Ash,2009,5
-76.464542,42.446897,4356,Malus species,Crabapple Species,2009,8
-76.464309,42.446900,4357,Acer rubrum,Red Maple,2009,6
-76.464314,42.446948,4358,Pinus nigra,Austrian Pine,2009,12
-76.464248,42.446947,4359,Pinus nigra,Austrian Pine,2009,8
-76.464215,42.446969,4360,Pinus nigra,Austrian Pine,2009,9
-76.464160,42.446791,4361,Acer rubrum,Red Maple,2009,6
-76.464184,42.446740,4362,Acer rubrum,Red Maple,2009,8
-76.464162,42.446654,4365,Fraxinus pennsylvanica,Green Ash,2009,2
-76.464056,42.446694,4366,Acer rubrum,Red Maple,2009,2
-76.463753,42.446813,4367,Acer x freemanii,Freeman Maple,2022,0
-76.463830,42.446852,4368,Quercus rubra,Northern Red Oak,2009,5
-76.463596,42.446953,4369,Malus species,Crabapple Species,2009,6
-76.463406,42.446948,4370,Liquidambar styraciflua,Sweetgum,2009,3
-76.463233,42.447010,4371,Nyssa sylvatica,Black Tupelo,2009,2
-76.463288,42.447048,4372,Quercus rubra,Northern Red Oak,2009,2
-76.463108,42.447123,4373,Quercus rubra,Northern Red Oak,2009,8
-76.462999,42.447172,4374,Quercus rubra,Northern Red Oak,2009,8
-76.462949,42.447119,4375,Aesculus hippocastanum,Common Horsechestnut,2009,2
-76.463474,42.446791,4376,Fraxinus pennsylvanica,Green Ash,2009,5
-76.463232,42.446886,4377,Malus species,Crabapple Species,2009,4
-76.463002,42.446976,4378,Malus species,Crabapple Species,2009,4
-76.462784,42.447059,4379,Malus species,Crabapple Species,2009,4
-76.462611,42.447126,4380,Fraxinus pennsylvanica,Green Ash,2009,6
-76.462886,42.447228,4381,Fraxinus pennsylvanica,Green Ash,2009,12
-76.462870,42.447274,4382,Pinus strobus,Eastern White Pine,2009,8
-76.462855,42.447295,4383,Pinus strobus,Eastern White Pine,2009,10
-76.462838,42.447317,4384,Pinus strobus,Eastern White Pine,2009,2
-76.462987,42.447241,4385,Pinus strobus,Eastern White Pine,2009,2
-76.462756,42.447193,4386,Acer rubrum,Red Maple,2009,2
-76.462695,42.447365,4387,Quercus rubra,Northern Red Oak,2009,29
-76.462523,42.447375,4388,Pinus nigra,Austrian Pine,2009,3
-76.462456,42.447379,4389,Pinus nigra,Austrian Pine,2009,3
-76.462374,42.447400,4390,Pinus nigra,Austrian Pine,2009,3
-76.462535,42.447278,4391,Fraxinus pennsylvanica,Green Ash,2009,2
-76.462386,42.447336,4392,Nyssa sylvatica,Black Tupelo,2009,2
-76.462134,42.447435,4393,Acer x freemanii,Freeman Maple,2009,3
-76.462058,42.447466,4394,Carya ovata,Shagbark Hickory,2009,2
-76.461946,42.447509,4395,Quercus rubra,Northern Red Oak,2009,2
-76.462256,42.447261,4396,Fraxinus pennsylvanica,Green Ash,2009,5
-76.462026,42.447351,4397,Fraxinus pennsylvanica,Green Ash,2009,5
-76.461796,42.447440,4398,Fraxinus pennsylvanica,Green Ash,2022,0
-76.461880,42.447657,4400,Prunus sargentii,Sargent Cherry,2009,5
-76.461912,42.447717,4401,Prunus sargentii,Sargent Cherry,2009,7
-76.462027,42.447800,4402,Pinus resinosa,Red Pine,2009,10
-76.462115,42.447886,4403,Pinus resinosa,Red Pine,2009,9
-76.462182,42.447960,4404,Quercus rubra,Northern Red Oak,2009,22
-76.462418,42.447932,4405,Cornus mas,Corneliancherry,2009,10
-76.462536,42.447897,4406,Cornus mas,Corneliancherry,2009,10
-76.462788,42.447804,4407,Quercus rubra,Northern Red Oak,2009,18
-76.462888,42.447761,4408,Quercus rubra,Northern Red Oak,2009,6
-76.463098,42.447907,4409,Quercus rubra,Northern Red Oak,2009,21
-76.463300,42.447857,4410,Quercus rubra,Northern Red Oak,2009,22
-76.463495,42.447809,4411,Quercus rubra,Northern Red Oak,2009,24
-76.463718,42.447740,4412,Quercus rubra,Northern Red Oak,2009,19
-76.463704,42.448383,4413,Pseudotsuga menziesii,Douglas Fir,2009,21
-76.463610,42.448408,4414,Pseudotsuga menziesii,Douglas Fir,2009,18
-76.463142,42.448258,4418,Quercus rubra,Northern Red Oak,2009,33
-76.461431,42.447248,4419,Acer saccharum,Sugar Maple,2009,17
-76.461328,42.447121,4420,Acer saccharum,Sugar Maple,2009,18
-76.461218,42.447045,4421,Abies concolor,White Fir,2009,5
-76.461225,42.446995,4422,Abies concolor,White Fir,2009,4
-76.461170,42.446985,4423,Abies concolor,White Fir,2009,4
-76.461202,42.446927,4424,Quercus rubra,Northern Red Oak,2009,6
-76.461130,42.446864,4425,Abies concolor,White Fir,2009,4
-76.461061,42.446836,4426,Acer rubrum,Red Maple,2009,6
-76.461055,42.446719,4427,Acer saccharum,Sugar Maple,2009,17
-76.461028,42.446641,4428,Prunus species,Cherry Species,2009,3
-76.461041,42.446612,4429,Prunus species,Cherry Species,2009,3
-76.461071,42.446584,4430,Prunus species,Cherry Species,2009,3
