longitude,latitude,treeid,botanic,common,yearinv,dbh
-76.482114,42.453826,11521,Robinia pseudoacacia,Black Locust,2019,13.5
-76.482139,42.453868,11522,Pinus strobus,Eastern White Pine,2019,23
-76.482115,42.453892,11523,Prunus avium,Sweet Cherry,2019,3.5
-76.482148,42.453909,11524,Pinus strobus,Eastern White Pine,2019,24.5
-76.482120,42.453940,11525,Picea abies,Norway Spruce,2019,15.5
-76.482142,42.453951,11526,Cercis canadensis,Eastern Redbud,2019,4
-76.482149,42.453969,11527,Cercis canadensis,Eastern Redbud,2019,3
-76.482109,42.453989,11528,Prunus serotina,Black Cherry,2019,12
-76.482150,42.454004,11529,Picea pungens glauca,Colorado Blue Spruce,2019,13
-76.481717,42.453295,11530,Prunus virginiana,Common Chokecherry,2019,16
-76.481600,42.453221,11531,Prunus virginiana,Common Chokecherry,2019,16.5
-76.481907,42.453159,11532,Cornus florida,Flowering Dogwood,2019,4.5
-76.481873,42.453160,11533,Carpinus betulus,European Hornbeam,2019,5.5
-76.481762,42.453093,11534,Carpinus betulus,European Hornbeam,2019,5
-76.481767,42.453069,11535,Cornus florida,Flowering Dogwood,2019,5.5
-76.481475,42.453013,11536,Prunus serrulata,Kwanzan Cherry,2019,5.5
-76.481443,42.453025,11537,Prunus serrulata,Kwanzan Cherry,2019,5
-76.481418,42.453000,11538,Prunus serrulata,Kwanzan Cherry,2019,5.5
-76.481431,42.452795,11539,Juglans cinerea,Butternut,2019,26.5
-76.481721,42.452742,11540,Cornus florida,Flowering Dogwood,2019,16
-76.481291,42.452641,11541,Quercus coccinea,Scarlet Oak,2019,12.5
-76.481245,42.452788,11542,Cornus mas,Corneliancherry,2019,14.5
-76.481244,42.452802,11543,Cornus mas,Corneliancherry,2019,9.5
-76.481244,42.452820,11544,Cornus mas,Corneliancherry,2019,8.5
-76.481258,42.452824,11545,Cornus mas,Corneliancherry,2019,10.5
-76.481264,42.452815,11546,Cornus mas,Corneliancherry,2019,3
-76.481260,42.452797,11547,Cornus mas,Corneliancherry,2019,11.5
-76.481267,42.452790,11548,Cornus mas,Corneliancherry,2019,10
-76.481260,42.452781,11549,Cornus mas,Corneliancherry,2019,10
-76.481840,42.452987,11550,Betula populifolia,Gray Birch,2019,6
-76.481850,42.452991,11551,Betula populifolia,Gray Birch,2019,6.5
-76.481969,42.453048,11552,Cornus florida,Flowering Dogwood,2019,16
-76.482133,42.453539,11553,Cornus mas,Corneliancherry,2019,16
-76.482260,42.453449,11554,Pinus strobus,Eastern White Pine,2019,28.5
-76.482363,42.453505,11555,Tsuga canadensis,Eastern Hemlock,2019,14.5
-76.482610,42.453472,11556,Betula nigra,River Birch,2019,26
-76.482774,42.453596,11557,Morus alba,White Mulberry,2019,20
-76.482780,42.453588,11558,Morus alba,White Mulberry,2019,17
-76.482908,42.453538,11559,Juglans nigra,Black Walnut,2019,19.5
-76.484420,42.453688,11560,Acer platanoides,Norway Maple,2019,12
-76.484480,42.453719,11561,Acer platanoides,Norway Maple,2019,14
-76.484445,42.453768,11562,Malus species,Crabapple Species,2019,16
-76.484376,42.453770,11563,Cornus kousa,Kousa Dogwood,2019,8.5
-76.484110,42.453762,11564,Quercus rubra,Northern Red Oak,2019,36
-76.483824,42.453850,11565,Acer pseudoplatanus,Sycamore Maple,2019,18
-76.483970,42.453826,11566,Picea omorika,Serbian Spruce,2019,3
-76.483962,42.453869,11567,Picea omorika,Serbian Spruce,2019,3
-76.483901,42.453883,11568,Picea omorika,Serbian Spruce,2019,3
-76.483871,42.453932,11569,Picea omorika,Serbian Spruce,2019,3
-76.483871,42.453985,11570,Picea omorika,Serbian Spruce,2019,3
-76.484152,42.453976,11571,Chamaecyparis obtusa,Hinoki Cypress,2019,2.5
-76.484116,42.454161,11572,Malus species,Crabapple Species,2019,2
-76.484182,42.454205,11573,Zelkova serrata,Japanese Zelkova,2019,16.5
-76.484321,42.454066,11574,Acer palmatum,Japanese Maple,2019,5
-76.484435,42.453942,11575,Tilia cordata,Littleleaf Linden,2019,24.5
-76.484523,42.453876,11576,Acer saccharum,Sugar Maple,2019,19.5
-76.483398,42.453509,11577,Robinia pseudoacacia,Black Locust,2019,18
-76.483417,42.453500,11578,Robinia pseudoacacia,Black Locust,2019,13
-76.483459,42.453497,11579,Acer platanoides,Norway Maple,2019,9.5
-76.483522,42.453500,11580,Acer platanoides,Norway Maple,2019,18.5
-76.483533,42.453483,11581,Robinia pseudoacacia,Black Locust,2019,20.5
-76.483534,42.453436,11582,Robinia pseudoacacia,Black Locust,2019,15
-76.483536,42.453417,11583,Robinia pseudoacacia,Black Locust,2019,23.5
-76.483529,42.453378,11584,Acer platanoides,Norway Maple,2019,13
-76.477899,42.455785,11586,Picea species,Spruce Species,2018,6
-76.477916,42.455955,11587,Catalpa speciosa,Northern Catalpa,2022,11
-76.477928,42.456134,11588,Aesculus hippocastanum,Common Horsechestnut,2022,6
-76.477718,42.456197,11589,Cercis canadensis,Eastern Redbud,2022,5
-76.477667,42.456187,11590,Cercis canadensis,Eastern Redbud,2022,5
-76.480000,42.455216,11594,Gleditsia triacanthos,Honeylocust,2018,2
-76.478829,42.456730,11595,Quercus species,Oak Species,2018,1
-76.479014,42.456716,11597,Maclura pomifera,Osage Orange,2018,2
-76.476930,42.455655,11601,Liriodendron tulipifera,Tulip Tree,2019,7.5
-76.476880,42.455711,11602,Pinus nigra,Austrian Pine,2019,2
-76.476837,42.455771,11603,Quercus bicolor,Swamp White Oak,2019,7.5
-76.480373,42.456216,11605,Magnolia virginiana,Sweetbay Magnolia,2018,2
-76.474037,42.454711,11609,Pinus sylvestris,Scotch Pine,2018,8
-76.476839,42.453741,11610,Liquidambar styraciflua,Sweetgum,2018,4
-76.476086,42.454920,11611,Cornus florida,Flowering Dogwood,2018,2
-76.479601,42.454824,11612,Prunus virginiana,Common Chokecherry,2018,5
-76.480643,42.455787,11615,Quercus rubra,Northern Red Oak,2018,19
-76.480641,42.455751,11616,Quercus rubra,Northern Red Oak,2018,15
-76.480619,42.455769,11617,Quercus rubra,Northern Red Oak,2018,18
-76.480745,42.455778,11618,Acer platanoides,Norway Maple,2018,20
-76.480806,42.455764,11619,Prunus serotina,Black Cherry,2018,9
-76.480829,42.455770,11620,Prunus serotina,Black Cherry,2018,10
-76.480465,42.455639,11621,Quercus rubra,Northern Red Oak,2018,19
-76.480542,42.455631,11622,Quercus rubra,Northern Red Oak,2018,10
-76.480985,42.455856,11623,Prunus serotina,Black Cherry,2018,10
-76.480948,42.455835,11624,Juglans nigra,Black Walnut,2018,17
-76.480948,42.455776,11625,Tilia americana,Basswood,2018,21
-76.480891,42.455771,11626,Acer platanoides,Norway Maple,2018,14
-76.480920,42.455753,11627,Malus species,Crabapple Species,2018,14
-76.480884,42.455703,11628,Quercus rubra,Northern Red Oak,2018,16
-76.479181,42.456695,11630,Quercus species,Oak Species,2018,1
-76.478332,42.454944,11633,Platanus x acerifolia,London Planetree,2018,8
-76.478276,42.455965,11634,Pyrus calleryana,Callery Pear,2018,4
-76.477804,42.456196,11635,Catalpa speciosa,Northern Catalpa,2022,10.5
-76.476713,42.453793,11638,Gleditsia triacanthos,Honeylocust,2018,6
-76.475856,42.455272,11639,Picea glauca,White Spruce,2018,3
-76.475890,42.455325,11640,Picea glauca,White Spruce,2019,3.5
-76.475912,42.455288,11641,Picea glauca,White Spruce,2018,3
-76.475755,42.455519,11642,Cornus florida,Flowering Dogwood,2019,3
-76.476997,42.455537,11644,Acer x freemanii,Freeman Maple,2018,8
-76.479407,42.456644,31,Platanus x acerifolia,London Planetree,2018,19
-76.480285,42.456418,44,Platanus x acerifolia,London Planetree,2018,6
-76.480468,42.456369,45,Platanus x acerifolia,London Planetree,2018,7
-76.480695,42.456351,46,Platanus x acerifolia,London Planetree,2018,26
-76.480194,42.456294,47,Quercus palustris,Pin Oak,2018,12
-76.480211,42.456383,48,Quercus rubra,Northern Red Oak,2018,10
-76.480322,42.456327,49,Carpinus caroliniana,American Hornbeam,2018,7
-76.480402,42.456311,50,Acer tataricum ssp. ginnala,Amur Maple,2018,7
-76.480581,42.456344,51,Betula populifolia,Gray Birch,2018,5
-76.480057,42.455920,60,Quercus alba,White Oak,2018,30
-76.480634,42.455947,193,Fraxinus pennsylvanica,Green Ash,2019,15.5
-76.480543,42.455890,194,Acer tataricum ssp. ginnala,Amur Maple,2018,7
-76.480568,42.455866,195,Acer tataricum ssp. ginnala,Amur Maple,2018,8
-76.480515,42.455951,199,Betula populifolia,Gray Birch,2018,4
-76.480473,42.455957,200,Betula populifolia,Gray Birch,2018,4
-76.480392,42.455981,201,Betula populifolia,Gray Birch,2018,4
-76.480329,42.456015,202,Betula populifolia,Gray Birch,2018,4
-76.480259,42.456083,203,Betula populifolia,Gray Birch,2018,4
-76.480279,42.455803,204,Pinus strobus,Eastern White Pine,2018,21
-76.478434,42.455585,263,Gleditsia triacanthos,Honeylocust,2018,17
-76.478094,42.455524,264,Crataegus phaenopyrum,Washington Hawthorn,2018,9
-76.478057,42.455551,265,Crataegus phaenopyrum,Washington Hawthorn,2018,9
-76.478014,42.455564,266,Crataegus phaenopyrum,Washington Hawthorn,2018,7
-76.477953,42.455609,268,Gleditsia triacanthos,Honeylocust,2018,18
-76.477886,42.455714,269,Betula papyrifera,Paper Birch,2018,9
-76.477868,42.455698,270,Betula papyrifera,Paper Birch,2018,5
-76.477816,42.455690,272,Betula papyrifera,Paper Birch,2018,7
-76.477638,42.455652,273,Metasequoia glyptostroboides,Dawn Redwood,2018,17
-76.477645,42.455513,274,Acer platanoides,Norway Maple,2018,18
-76.477717,42.455466,275,Gleditsia triacanthos,Honeylocust,2018,16
-76.478519,42.455428,277,Malus species,Crabapple Species,2018,5
-76.478496,42.455393,278,Malus species,Crabapple Species,2018,5
-76.478452,42.455459,279,Gleditsia triacanthos,Honeylocust,2018,12
-76.478419,42.455333,280,Platanus x acerifolia,London Planetree,2018,16
-76.478333,42.455334,281,Platanus x acerifolia,London Planetree,2018,17
-76.478242,42.455426,283,Platanus x acerifolia,London Planetree,2018,4
-76.478191,42.455345,284,Platanus x acerifolia,London Planetree,2018,28
-76.478088,42.455351,285,Platanus x acerifolia,London Planetree,2018,8
-76.477990,42.455344,286,Platanus x acerifolia,London Planetree,2018,19
-76.478189,42.455261,287,Platanus x acerifolia,London Planetree,2018,8
-76.478131,42.455281,288,Platanus x acerifolia,London Planetree,2018,4
-76.478071,42.455309,289,Platanus x acerifolia,London Planetree,2018,4
-76.478297,42.455200,290,Platanus x acerifolia,London Planetree,2018,7
-76.477970,42.455253,292,Platanus x acerifolia,London Planetree,2018,6
-76.477667,42.455302,293,Taxus species,Yew Species,2018,23
-76.477750,42.455192,294,Platanus x acerifolia,London Planetree,2018,23
-76.477948,42.455063,295,Platanus x acerifolia,London Planetree,2018,25
-76.478096,42.455013,296,Platanus x acerifolia,London Planetree,2018,7
-76.478359,42.455103,297,Platanus x acerifolia,London Planetree,2018,10
-76.478469,42.455069,298,Acer rubrum,Red Maple,2018,9
-76.479343,42.454930,306,Cornus florida,Flowering Dogwood,2018,7
-76.478674,42.455087,307,Malus species,Crabapple Species,2018,10
-76.478488,42.454926,309,Prunus species,Cherry Species,2018,9
-76.478384,42.454886,310,Prunus species,Cherry Species,2018,8
-76.478400,42.454818,311,Gleditsia triacanthos,Honeylocust,2018,18
-76.478188,42.454925,313,Pinus strobus,Eastern White Pine,2018,6
-76.478195,42.454873,314,Pinus strobus,Eastern White Pine,2018,6
-76.478047,42.454817,316,Gleditsia triacanthos,Honeylocust,2018,11
-76.477282,42.454804,322,Platanus x acerifolia,London Planetree,2018,6
-76.477362,42.454874,323,Gleditsia triacanthos,Honeylocust,2018,12
-76.478109,42.454736,329,Gleditsia triacanthos,Honeylocust,2018,8
-76.477772,42.454500,330,Pinus strobus,Eastern White Pine,2018,6
-76.477688,42.454425,332,Pinus strobus,Eastern White Pine,2018,4
-76.478306,42.454752,334,Gleditsia triacanthos,Honeylocust,2018,8
-76.478197,42.454713,335,Gleditsia triacanthos,Honeylocust,2018,5
-76.478287,42.454688,336,Gleditsia triacanthos,Honeylocust,2018,5
-76.478700,42.454937,376,Cornus florida,Flowering Dogwood,2018,5
-76.478558,42.454836,377,Cornus florida,Flowering Dogwood,2018,6
-76.478428,42.456239,1371,Quercus rubra,Northern Red Oak,2022,12
-76.478111,42.455961,1386,Acer platanoides,Norway Maple,2018,13
-76.478078,42.455887,1390,Gleditsia triacanthos,Honeylocust,2018,9
-76.477932,42.456055,1391,Acer saccharum,Sugar Maple,2022,15
-76.477690,42.456268,1397,Taxodium distichum,Baldcypress,2022,11
-76.477622,42.456253,1398,Taxodium distichum,Baldcypress,2022,10
-76.477642,42.456599,1409,Malus species,Crabapple Species,2018,9
-76.477867,42.456623,1412,Malus species,Crabapple Species,2018,9
-76.478045,42.456631,1415,Acer platanoides,Norway Maple,2018,12
-76.477792,42.456582,1416,Quercus rubra,Northern Red Oak,2018,17
-76.477603,42.456544,1417,Quercus rubra,Northern Red Oak,2018,12
-76.476898,42.456498,1426,Pinus resinosa,Red Pine,2022,13
-76.476834,42.456497,1427,Pinus resinosa,Red Pine,2022,13
-76.476971,42.456281,1438,Quercus rubra,Northern Red Oak,2018,21
-76.476575,42.456478,1440,Quercus rubra,Northern Red Oak,2022,11
-76.476610,42.456588,1442,Platanus x acerifolia,London Planetree,2022,18.5
-76.474908,42.456451,1454,Acer platanoides,Norway Maple,2018,14
-76.474910,42.456671,1457,Acer platanoides,Norway Maple,2018,13
-76.474662,42.456607,1459,Platanus x acerifolia,London Planetree,2018,5
-76.474718,42.456641,1460,Platanus x acerifolia,London Planetree,2018,5
-76.474646,42.456658,1461,Quercus rubra,Northern Red Oak,2018,12
-76.474505,42.456683,1462,Platanus x acerifolia,London Planetree,2018,6
-76.474366,42.456716,1463,Platanus x acerifolia,London Planetree,2018,15
-76.474242,42.456660,1464,Platanus x acerifolia,London Planetree,2018,4
-76.474199,42.456521,1465,Platanus x acerifolia,London Planetree,2018,5
-76.473916,42.455859,1521,Prunus species,Cherry Species,2018,7
-76.473863,42.455851,1522,Pinus strobus,Eastern White Pine,2018,7
-76.473886,42.455829,1523,Pinus strobus,Eastern White Pine,2018,7
-76.473847,42.455809,1524,Pinus strobus,Eastern White Pine,2018,7
-76.473770,42.455626,1526,Quercus palustris,Pin Oak,2018,34
-76.476841,42.456596,1527,Platanus x acerifolia,London Planetree,2022,19.5
-76.474407,42.453382,2919,Platanus x acerifolia,London Planetree,2018,7
-76.474524,42.453377,2920,Platanus x acerifolia,London Planetree,2018,7
-76.474656,42.453376,2921,Platanus x acerifolia,London Planetree,2018,8
-76.474778,42.453377,2923,Platanus x acerifolia,London Planetree,2018,8
-76.475761,42.453332,2939,Platanus x acerifolia,London Planetree,2019,8
-76.476854,42.453876,2951,Acer rubrum,Red Maple,2018,6
-76.476657,42.453869,2953,Crataegus crus-galli,Cockspur Hawthorn,2018,3
-76.476637,42.453894,2954,Crataegus crus-galli,Cockspur Hawthorn,2018,3
-76.476566,42.453758,2956,Malus species,Crabapple Species,2018,9
-76.476625,42.453730,2957,Malus species,Crabapple Species,2018,6
-76.476723,42.453651,2958,Acer saccharum,Sugar Maple,2018,9
-76.476315,42.454231,2974,Gymnocladus dioicus,Kentucky Coffeetree,2018,3
-76.476212,42.454602,2977,Quercus palustris,Pin Oak,2018,6
-76.476181,42.454648,2978,Quercus palustris,Pin Oak,2018,7
-76.476216,42.454711,2979,Prunus virginiana,Common Chokecherry,2018,7
-76.476113,42.454809,2980,Pinus nigra,Austrian Pine,2018,9
-76.476125,42.454836,2981,Pinus nigra,Austrian Pine,2018,8
-76.476111,42.454864,2982,Pinus nigra,Austrian Pine,2018,10
-76.476002,42.455079,2983,Acer saccharum,Sugar Maple,2018,18
-76.475792,42.455433,3000,Quercus rubra,Northern Red Oak,2019,22
-76.475868,42.455511,3002,Pinus nigra,Austrian Pine,2019,14.5
-76.475801,42.455518,3005,Pinus nigra,Austrian Pine,2019,14.5
-76.475594,42.455498,3013,Pinus nigra,Austrian Pine,2018,15
-76.475557,42.455497,3015,Pinus nigra,Austrian Pine,2018,11
-76.475504,42.455712,3023,Acer x freemanii,Freeman Maple,2018,33
-76.474153,42.454656,3054,Quercus macrocarpa,Bur Oak,2018,6
-76.474164,42.454882,3055,Platanus x acerifolia,London Planetree,2018,6
-76.474062,42.455193,3056,Platanus x acerifolia,London Planetree,2018,5
-76.474029,42.455271,3057,Platanus x acerifolia,London Planetree,2018,5
-76.473960,42.455298,3058,Platanus x acerifolia,London Planetree,2018,6
-76.473994,42.455213,3061,Platanus x acerifolia,London Planetree,2018,5
-76.473988,42.455007,3063,Platanus x acerifolia,London Planetree,2018,6
-76.474049,42.455008,3064,Malus species,Crabapple Species,2018,6
-76.474022,42.454966,3065,Acer saccharum,Sugar Maple,2018,6
-76.474097,42.454936,3066,Acer saccharum,Sugar Maple,2018,6
-76.474084,42.454822,3067,Malus species,Crabapple Species,2018,5
-76.474072,42.454795,3068,Malus species,Crabapple Species,2018,5
-76.474114,42.454780,3069,Malus species,Crabapple Species,2018,5
-76.474101,42.454644,3070,Pinus sylvestris,Scotch Pine,2018,8
-76.474115,42.454557,3071,Pinus nigra,Austrian Pine,2018,8
-76.474059,42.454660,3072,Pinus sylvestris,Scotch Pine,2018,8
-76.474000,42.454685,3075,Pinus nigra,Austrian Pine,2018,12
-76.474017,42.454914,3077,Pinus nigra,Austrian Pine,2018,9
-76.473977,42.454828,3078,Pinus nigra,Austrian Pine,2018,6
-76.473968,42.454906,3079,Pinus nigra,Austrian Pine,2018,10
-76.473920,42.454870,3080,Abies concolor,White Fir,2018,5
-76.473863,42.454833,3081,Pinus nigra,Austrian Pine,2018,9
-76.473905,42.454765,3082,Pinus nigra,Austrian Pine,2018,7
-76.473828,42.454807,3083,Pinus nigra,Austrian Pine,2018,9
-76.473895,42.454700,3084,Cornus mas,Corneliancherry,2018,5
-76.473835,42.454709,3085,Cornus mas,Corneliancherry,2018,5
-76.473815,42.454668,3086,Cornus mas,Corneliancherry,2018,5
-76.473784,42.454597,3088,Pinus nigra,Austrian Pine,2018,9
-76.473852,42.454593,3089,Malus species,Crabapple Species,2018,7
-76.473828,42.454568,3090,Pinus nigra,Austrian Pine,2018,8
-76.473766,42.454502,3092,Fraxinus pennsylvanica,Green Ash,2019,9.5
-76.473725,42.454454,3093,Fraxinus pennsylvanica,Green Ash,2019,7.5
-76.473731,42.454398,3094,Fraxinus pennsylvanica,Green Ash,2019,10
-76.473758,42.454340,3095,Pinus nigra,Austrian Pine,2018,9
-76.473714,42.454329,3096,Pinus nigra,Austrian Pine,2018,8
-76.473719,42.454097,3100,Styphnolobium japonicum,Pagoda Tree,2018,5
-76.473810,42.453849,3106,Styphnolobium japonicum,Pagoda Tree,2018,5
-76.473776,42.453823,3107,Styphnolobium japonicum,Pagoda Tree,2018,8
-76.473827,42.453796,3108,Styphnolobium japonicum,Pagoda Tree,2018,10
-76.475168,42.456553,3248,Malus species,Crabapple Species,2018,16
-76.475125,42.456607,3250,Platanus x acerifolia,London Planetree,2018,6
-76.475114,42.456491,3252,Malus species,Crabapple Species,2018,10
-76.475087,42.456394,3253,Malus species,Crabapple Species,2018,12
-76.475141,42.456276,3254,Cercis canadensis,Eastern Redbud,2018,13
-76.475094,42.456195,3255,Prunus virginiana,Common Chokecherry,2018,7
-76.475054,42.456090,3256,Tilia cordata,Littleleaf Linden,2018,14
-76.475068,42.456053,3257,Pinus nigra,Austrian Pine,2018,11
-76.475095,42.456025,3258,Pinus nigra,Austrian Pine,2018,12
-76.475293,42.455822,3260,Tilia cordata,Littleleaf Linden,2018,9
-76.476579,42.454691,3317,Gleditsia triacanthos,Honeylocust,2018,9
-76.476608,42.454760,3318,Gleditsia triacanthos,Honeylocust,2018,7
-76.476582,42.454806,3319,Gleditsia triacanthos,Honeylocust,2018,7
-76.476435,42.454899,3321,Acer platanoides,Norway Maple,2018,15
-76.476432,42.454974,3322,Acer platanoides,Norway Maple,2018,16
-76.476369,42.454971,3323,Pinus nigra,Austrian Pine,2018,17
-76.476792,42.454749,3324,Gleditsia triacanthos,Honeylocust,2018,9
-76.476709,42.454789,3325,Gleditsia triacanthos,Honeylocust,2018,7
-76.476688,42.454832,3326,Gleditsia triacanthos,Honeylocust,2018,7
-76.476663,42.454886,3327,Gleditsia triacanthos,Honeylocust,2018,6
-76.476672,42.454936,3328,Catalpa speciosa,Northern Catalpa,2018,8
-76.476754,42.454950,3329,Cornus kousa,Kousa Dogwood,2018,5
-76.476781,42.454926,3330,Cornus kousa,Kousa Dogwood,2018,4
-76.476775,42.454863,3331,Cornus kousa,Kousa Dogwood,2018,5
-76.477125,42.455063,3334,Platanus x acerifolia,London Planetree,2018,8
-76.476940,42.455225,3338,Malus species,Crabapple Species,2018,8
-76.476909,42.455278,3340,Malus species,Crabapple Species,2018,7
-76.477200,42.455159,3342,Acer platanoides,Norway Maple,2018,10
-76.477062,42.455269,3345,Acer platanoides,Norway Maple,2018,11
-76.477107,42.455372,3346,Pinus resinosa,Red Pine,2018,6
-76.477091,42.455339,3347,Pinus resinosa,Red Pine,2018,6
-76.477065,42.455373,3348,Pinus resinosa,Red Pine,2018,5
-76.477060,42.455346,3349,Pinus resinosa,Red Pine,2018,7
-76.477342,42.455259,3350,Acer platanoides,Norway Maple,2018,19
-76.477392,42.455473,3351,Magnolia x soulangiana,Saucer Magnolia,2018,5
-76.477403,42.455447,3352,Magnolia x soulangiana,Saucer Magnolia,2018,5
-76.477367,42.455420,3353,Magnolia x soulangiana,Saucer Magnolia,2018,5
-76.477308,42.455511,3358,Pinus nigra,Austrian Pine,2018,9
-76.476860,42.455391,3364,Crataegus phaenopyrum,Washington Hawthorn,2018,4
-76.476837,42.455384,3365,Crataegus phaenopyrum,Washington Hawthorn,2018,8
-76.476817,42.455379,3366,Crataegus phaenopyrum,Washington Hawthorn,2018,5
-76.476803,42.455446,3367,Cornus kousa,Kousa Dogwood,2018,6
-76.477002,42.455434,3372,Malus species,Crabapple Species,2018,11
-76.477010,42.455489,3373,Malus species,Crabapple Species,2018,10
-76.476996,42.456137,3382,Liquidambar styraciflua,Sweetgum,2018,17
-76.477027,42.456083,3383,Liquidambar styraciflua,Sweetgum,2018,16
-76.478057,42.454702,3399,Cornus kousa,Kousa Dogwood,2018,5
-76.478022,42.454668,3400,Cornus kousa,Kousa Dogwood,2018,5
-76.478112,42.454646,3401,Cornus kousa,Kousa Dogwood,2018,5
-76.477184,42.454945,3402,Platanus x acerifolia,London Planetree,2018,6
-76.477150,42.454888,3403,Pinus strobus,Eastern White Pine,2018,7
-76.477136,42.454857,3404,Pinus strobus,Eastern White Pine,2018,7
-76.477178,42.454825,3405,Pinus strobus,Eastern White Pine,2018,7
-76.477185,42.454733,3407,Platanus x acerifolia,London Planetree,2018,7
-76.479750,42.454804,3516,Quercus rubra,Northern Red Oak,2018,40
-76.479645,42.454685,3517,Cornus florida,Flowering Dogwood,2018,6
-76.476325,42.454831,3543,Pinus nigra,Austrian Pine,2018,17
-76.474853,42.456581,8665,Ulmus parvifolia,Chinese Elm,2018,4
-76.484569,42.453927,11646,Acer rubrum,Red Maple,2019,14
-76.484125,42.454328,11647,Acer platanoides,Norway Maple,2019,11
-76.484106,42.454347,11648,Acer platanoides,Norway Maple,2019,9
-76.484082,42.454359,11649,Acer platanoides,Norway Maple,2019,10
-76.483179,42.453159,11650,Quercus imbricaria,Shingle Oak,2019,27
-76.483063,42.453163,11651,Quercus imbricaria,Shingle Oak,2019,27
-76.483569,42.453526,11652,Picea abies,Norway Spruce,2019,8
-76.483566,42.453474,11653,Picea abies,Norway Spruce,2019,10.5
-76.483566,42.453458,11654,Picea abies,Norway Spruce,2019,15.5
-76.483565,42.453427,11655,Picea abies,Norway Spruce,2019,16
-76.483563,42.453392,11656,Picea abies,Norway Spruce,2019,15.5
-76.483559,42.453366,11657,Picea abies,Norway Spruce,2019,9.5
-76.483557,42.453335,11658,Picea abies,Norway Spruce,2019,11.5
-76.483555,42.453309,11659,Picea abies,Norway Spruce,2019,11
-76.483522,42.453305,11660,Robinia pseudoacacia,Black Locust,2019,9.5
-76.483510,42.453297,11661,Robinia pseudoacacia,Black Locust,2019,18
-76.483520,42.453290,11662,Robinia pseudoacacia,Black Locust,2019,16
-76.479566,42.456616,32,Platanus x acerifolia,London Planetree,2018,8
-76.481931,42.458534,11663,Pinus nigra,Austrian Pine,2019,6
-76.481939,42.458247,3837,Pinus nigra,Austrian Pine,2019,17
-76.481959,42.458274,3838,Pinus nigra,Austrian Pine,2019,17
-76.481948,42.458301,3839,Pinus nigra,Austrian Pine,2019,14.5
-76.481964,42.458324,3840,Pinus nigra,Austrian Pine,2019,13
-76.481885,42.457373,11664,Prunus species,Cherry Species,2019,2.5
-76.481207,42.456573,11665,Acer negundo,Boxelder,2019,7.5
-76.480693,42.456115,11666,Acer saccharum,Sugar Maple,2019,3
-76.480674,42.456036,11667,Robinia pseudoacacia,Black Locust,2019,4
-76.478639,42.457614,11668,Broadleaf Deciduous Other,Broadleaf Deciduous Other,2019,4
-76.478534,42.457267,11669,Acer saccharum,Sugar Maple,2019,3
-76.478501,42.457122,11670,Pinus ponderosa,Ponderosa Pine,2019,4.5
-76.477836,42.454838,11671,Acer palmatum,Japanese Maple,2019,6
-76.477682,42.454805,11672,Acer palmatum,Japanese Maple,2019,6
-76.477319,42.455567,11673,Thuja plicata,Western Redcedar,2019,2
-76.477335,42.455582,11674,Thuja plicata,Western Redcedar,2019,2
-76.477431,42.455087,11675,Thuja occidentalis,Northern White Cedar,2019,2
-76.477455,42.455087,11676,Thuja occidentalis,Northern White Cedar,2019,2
-76.477478,42.455086,11677,Thuja occidentalis,Northern White Cedar,2019,2
-76.477468,42.455095,11678,Thuja occidentalis,Northern White Cedar,2019,2
-76.477445,42.455096,11679,Thuja occidentalis,Northern White Cedar,2019,2
-76.475851,42.455892,11680,Quercus alba,White Oak,2022,6
-76.475326,42.455912,11681,Picea pungens glauca,Colorado Blue Spruce,2019,3
-76.476883,42.456003,11682,Salix species,Salix Species,2019,1.5
-76.476261,42.456542,11683,Fagus sylvatica,European Beech,2019,5
-76.476161,42.456494,11684,Pinus sylvestris,Scotch Pine,2019,6
-76.475643,42.456633,1452,Platanus x acerifolia,London Planetree,2019,6
-76.476776,42.455813,11685,Abies concolor,White Fir,2019,2
-76.476750,42.455882,11686,Metasequoia glyptostroboides,Dawn Redwood,2019,16
-76.476931,42.455936,11687,Acer saccharum,Sugar Maple,2019,7.5
-76.476842,42.455913,11688,Gleditsia triacanthos,Honeylocust,2019,4
-76.480935,42.456109,11689,Carya ovata,Shagbark Hickory,2019,8.5
-76.480910,42.456100,11690,Acer platanoides,Norway Maple,2019,7.5
-76.480908,42.456087,11691,Acer platanoides,Norway Maple,2019,14
-76.480988,42.456078,11692,Carya ovata,Shagbark Hickory,2019,8
-76.477095,42.455953,3381,Cercis canadensis,Eastern Redbud,2019,8
-76.476336,42.455812,11693,Chamaecyparis pisifera,Sawara Falsecypress,2019,2
-76.476218,42.455928,11694,Betula papyrifera,Paper Birch,2022,5.2
-76.476095,42.455908,11697,Betula papyrifera,Paper Birch,2022,4
-76.476038,42.455935,11698,Betula papyrifera,Paper Birch,2022,4.5
-76.476087,42.455948,11699,Chamaecyparis pisifera,Sawara Falsecypress,2022,3
-76.477791,42.454026,11700,Pinus strobus,Eastern White Pine,2019,4
-76.476973,42.454586,11701,Ulmus parvifolia,Chinese Elm,2019,1.5
-76.476786,42.454068,11702,Prunus species,Cherry Species,2019,1.5
-76.476762,42.454122,11703,Prunus species,Cherry Species,2019,1.5
-76.476735,42.454172,11704,Prunus species,Cherry Species,2019,1.5
